Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete
651ddc4d5c4ac1eccead760a,Баг Paint,https://trello.com/c/3x8B2XYN/38-%D0%B1%D0%B0%D0%B3-paint,,,,,0,,0,0,0,0,2023-10-04T21:43:29.157Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
65022299c221a3cfa2a9ca71,В26. Неинформативная ошибка 400 Bad Request при добавлении администратором повторной модели камеры,https://trello.com/c/bPGt8eM1/34-%D0%B226-%D0%BD%D0%B5%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D0%B0%D1%8F-%D0%BE%D1%88%D0%B8%D0%B1%D0%BA%D0%B0-400-bad-request-%D0%BF%D1%80%D0%B8-%D0%B4%D0%BE%D0%B1%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B8-%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%BE%D0%BC-%D0%BF%D0%BE%D0%B2%D1%82%D0%BE%D1%80%D0%BD%D0%BE%D0%B9-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D0%B8-%D0%BA%D0%B0%D0%BC%D0%B5%D1%80%D1%8B,"**Найдено на build** [**212.109.220.180**](http://212.109.220.180/api/auth/login ""‌"")

Шаги воспроизведения:

1. Открыть Postman
2. Залогиниться Администратором (""email"": [ilyasmail@gmail.com](mailto:ilyasmail@gmail.com ""‌""),   ""password"": 1234567*9 ), запрос POST: [http://212.109.220.180/api/auth/login](http://212.109.220.180/api/auth/login ""‌"")
3. Создать модель камеры,
   `{` ""name"": ""Xiaomi Mi"" `}`
   запрос POST: [http://212.109.220.180/api/v1/cameras/models](http://212.109.220.180/api/v1/cameras/models ""‌"")
4. Повторить шаг №3 создать повторно модель камеры
   `{` **""name"": ""Xiaomi Mi""** `}`
   запрос POST: [http://212.109.220.180/api/v1/cameras/models](http://212.109.220.180/api/v1/cameras/models ""‌"")

Актуальный результат: Отображается ошибка 400 Bad Request с пояснением ""`Bad Request`""

Ожидаемый результат: Отображается ошибка 422 с текстом ""Camera model name is not unique"" (например)

### **Аналогичная неинформативная ошибка отображается при:**

Добавление администратором городов с одинаковым id.",Приоритет 3 (green),marinatolstik,,0,,0,0,0,0,2023-09-25T13:47:00.474Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
6501e5ecacaee4a82b611d34,B25. Ошибка 400 Bad Request при добавлении администратором страны с одинаковым названием,https://trello.com/c/hjqwd7aD/33-b25-%D0%BE%D1%88%D0%B8%D0%B1%D0%BA%D0%B0-400-bad-request-%D0%BF%D1%80%D0%B8-%D0%B4%D0%BE%D0%B1%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B8-%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%BE%D0%BC-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D1%8B-%D1%81-%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%D1%8B%D0%BC-%D0%BD%D0%B0%D0%B7%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%D0%BC,"Шаги для воспроизведения:

1. Открыть Postman.
2. Отправить POST запроc      [{{url}}/api/auth/login](http://%7B%7Burl%7D%7D/api/auth/login ""‌"")   ,application/json,  c body  { ""email"": ""[isumail@gmail.com](mailto:isumail@gmail.com ""‌"")"", ""password"": ""isu5678*"" }
3. Добавить страну. Отправить POST запрос [{{url}}/api/v1/countries](http://%7B%7Burl%7D%7D/api/v1/countries ""‌"") ,application/json, с  body  { ""name"": ""Вена"" }
4. Повторить шаг №3 добавить страну с body { ""name"": ""Вена"" }

Актуальный результат: Отображается ошибка 400 Bad Request   с текстом  ""Country name is not unique""

Ожидаемый результат: Отображается ошибка 422   с текстом  ""Country name is not unique""

Примечание: в требованиях указана ошибка 422

**Найдено на build** [**212.109.220.180**](http://212.109.220.180/api/auth/login ""‌"")",Приоритет 3 (green),nataliavoronchuk,,0,,0,0,0,0,2023-09-14T08:04:15.084Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
64ff3ae3fe7f757a72e8431a,"В.24 Поле ""email"" при регистрации юзера заполняется только кириллицей",https://trello.com/c/MsjqnsA1/32-%D0%B224-%D0%BF%D0%BE%D0%BB%D0%B5-email-%D0%BF%D1%80%D0%B8-%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8-%D1%8E%D0%B7%D0%B5%D1%80%D0%B0-%D0%B7%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F-%D1%82%D0%BE%D0%BB%D1%8C%D0%BA%D0%BE-%D0%BA%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%B8%D1%86%D0%B5%D0%B9,"Шаги для воспроизведения:

1. Открыть Postman
   Авторизоваться как админ
   {
     ""email"": ""[superkotik777@gmail.com](mailto:superkotik777@gmail.com ""‌"")"",
     ""password"": ""pass!login""
   }
2. Отправить запрос [http://212.109.220.180/api/v1/users](http://212.109.220.180/api/v1/users ""‌"")

```
{
  ""first_name"": ""Mikhail"",
  ""last_name"": ""Moroz"",
  ""email"": ""собака@мэйл.ру"",
  ""login"": ""kotovkiskis"",
  ""password"": ""parol!password"",
  ""city_id"": 224000,
  ""street"": ""altaiskaya"",
  ""house_number"": ""25"",
  ""apartment"": ""19""
}
```

‌

Актуальный результат: Status 201
Ожидаемый результат: Status 422 Validation Error",Приоритет 2 (yellow),sergeimoroz2,,1,https://trello.com/1/cards/64ff3ae3fe7f757a72e8431a/attachments/64ff3aee6330bd296d80a5b2/download/%D0%B1%D0%B0%D0%B3_11.jpg,0,0,0,0,2023-09-25T15:00:07.625Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
64ff3848da499952d1dcdc84,"В.23 Поле ""login"" при регистрации присутствуют одни спецсимволами",https://trello.com/c/afyHbt5l/31-%D0%B223-%D0%BF%D0%BE%D0%BB%D0%B5-login-%D0%BF%D1%80%D0%B8-%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8-%D0%BF%D1%80%D0%B8%D1%81%D1%83%D1%82%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%82-%D0%BE%D0%B4%D0%BD%D0%B8-%D1%81%D0%BF%D0%B5%D1%86%D1%81%D0%B8%D0%BC%D0%B2%D0%BE%D0%BB%D0%B0%D0%BC%D0%B8,"Шаги для воспроизведения:

1. Открыть Postman
   Авторизоваться как админ
   {
     ""email"": ""[superkotik777@gmail.com](mailto:superkotik777@gmail.com ""‌"")"",
     ""password"": ""pass!login""
   }
2. Отправить запрос [http://212.109.220.180/api/v1/users](http://212.109.220.180/api/v1/users ""‌"")

```

  ""first_name"": ""Mikhail"",
  ""last_name"": ""Moroz"",
  ""email"": ""sobaka555@gmail.com"",
  ""login"": ""#$%^^##$%^"",
  ""password"": ""parol!password"",
  ""city_id"": 224000,
  ""street"": ""altaiskaya"",
  ""house_number"": ""25"",
  ""apartment"": ""19""
}
```

‌

Актуальный результат: Status 201
Ожидаемый результат: Status 422 Validation Error",Приоритет 2 (yellow),sergeimoroz2,,1,https://trello.com/1/cards/64ff3848da499952d1dcdc84/attachments/64ff385d10605b4fc1b071f1/download/%D0%B1%D0%B0%D0%B3_10.jpg,0,0,0,0,2023-09-25T15:00:01.850Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
64ff377c1149c0d23b5a6509,"B.22 В поле ""login"" при регистрации юзера присутствует кириллица",https://trello.com/c/Q9k0qt8E/30-b22-%D0%B2-%D0%BF%D0%BE%D0%BB%D0%B5-login-%D0%BF%D1%80%D0%B8-%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8-%D1%8E%D0%B7%D0%B5%D1%80%D0%B0-%D0%BF%D1%80%D0%B8%D1%81%D1%83%D1%82%D1%81%D1%82%D0%B2%D1%83%D0%B5%D1%82-%D0%BA%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%B8%D1%86%D0%B0,"Шаги для воспроизведения:

1. Открыть Postman
   Авторизоваться как админ
   {
     ""email"": ""[superkotik777@gmail.com](mailto:superkotik777@gmail.com ""‌"")"",
     ""password"": ""pass!login""
   }
2. Отправить запрос [POST http://212.109.220.180/api/](http://212.109.220.180/api/auth/register ""‌"")v1/users c body:

```
{
  ""first_name"": ""Mikhail"",
  ""last_name"": ""Moroz"",
  ""email"": ""sobaka3434@gmail.com"",
  ""login"": ""котовский"",
  ""password"": ""parol!password"",
  ""city_id"": 224000,
  ""street"": ""altaiskaya"",
  ""house_number"": ""25"",
  ""apartment"": ""19""
}
```

ДЛЯ примера:

3\. Повтори шаг №2 со следующей тест датой в поле login:
     все пробелы,  спец  символы….

‌

Актуальный результат: Status 201 created
Ожидаемый результат: Status 422 Validation Error",Приоритет 2 (yellow),sergeimoroz2,,1,https://trello.com/1/cards/64ff377c1149c0d23b5a6509/attachments/64ff378af0ecd7dbca7d394e/download/%D0%B1%D0%B0%D0%B3_9.jpg,0,0,0,0,2023-09-25T14:59:53.773Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
64ff335e4ccf797b41738937,"B.21 В поле ""password"" при регистрации юзера присутствуют одни спецсимволы",https://trello.com/c/j60miezd/29-b21-%D0%B2-%D0%BF%D0%BE%D0%BB%D0%B5-password-%D0%BF%D1%80%D0%B8-%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8-%D1%8E%D0%B7%D0%B5%D1%80%D0%B0-%D0%BF%D1%80%D0%B8%D1%81%D1%83%D1%82%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%82-%D0%BE%D0%B4%D0%BD%D0%B8-%D1%81%D0%BF%D0%B5%D1%86%D1%81%D0%B8%D0%BC%D0%B2%D0%BE%D0%BB%D1%8B,"Шаги для воспроизведения:

1. Открыть Postman
   Авторизоваться как админ
   {
     ""email"": ""[superkotik777@gmail.com](mailto:superkotik777@gmail.com ""‌"")"",
     ""password"": ""pass!login""
   }
2. Отправить запрос [POST http://212.109.220.180/api/](http://212.109.220.180/api/auth/register ""‌"")v1/users c body:

```
{
  ""first_name"": ""Mikhail"",
  ""last_name"": ""Moroz"",
  ""email"": ""sobaka34111@gmail.com"",
  ""login"": ""kotovskiikit"",
  ""password"": ""#$@%^@$%^^#@^"",
  ""city_id"": 224000,
  ""street"": ""altaiskaya"",
  ""house_number"": ""25"",
  ""apartment"": ""19""
}
```

Актуальный результат: Status 201 created
Ожидаемый результат: Status 422 Validation Error",Приоритет 1 (red_dark),sergeimoroz2,,1,https://trello.com/1/cards/64ff335e4ccf797b41738937/attachments/64ff337e510c7b6349a7316b/download/%D0%B1%D0%B0%D0%B3_8.jpg,0,0,0,0,2023-09-25T14:59:48.215Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
64ff319c4c7a17c62b0d93ed,"B.20 В поле ""password"" при регистрации юзера используется кириллица",https://trello.com/c/MLdxxuoa/28-b20-%D0%B2-%D0%BF%D0%BE%D0%BB%D0%B5-password-%D0%BF%D1%80%D0%B8-%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8-%D1%8E%D0%B7%D0%B5%D1%80%D0%B0-%D0%B8%D1%81%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D1%83%D0%B5%D1%82%D1%81%D1%8F-%D0%BA%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%B8%D1%86%D0%B0,"Шаги для воспроизведения:

1. Открыть Postman
   Авторизоваться как админ
   {
     ""email"": ""[superkotik777@gmail.com](mailto:superkotik777@gmail.com ""‌"")"",
     ""password"": ""pass!login""
   }
2. Отправить запрос [POST http://212.109.220.180/api/](http://212.109.220.180/api/auth/register ""‌"")v1/users c body:

```
{
  ""first_name"": ""Mikhail"",
  ""last_name"": ""Moroz"",
  ""email"": ""sobaka341@gmail.com"",
  ""login"": ""kotovskiiki"",
  ""password"": ""парольимеет"",
  ""city_id"": 224000,
  ""street"": ""altaiskaya"",
  ""house_number"": ""25"",
  ""apartment"": ""19""
}
```

Актуальный результат: Status 201 created
Ожидаемый результат: Status 422 Validation Error",Приоритет 1 (red_dark),sergeimoroz2,,1,https://trello.com/1/cards/64ff319c4c7a17c62b0d93ed/attachments/64ff328da5ecd10c0e932843/download/%D0%B1%D0%B0%D0%B3_7.jpg,0,0,0,0,2023-09-25T14:59:41.991Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
64fe1502829eb5693af27e05,"В.19 В поле ""House_number"" при регистрации юзера присутствуют только спецсимволы",https://trello.com/c/Own0BRdr/27-%D0%B219-%D0%B2-%D0%BF%D0%BE%D0%BB%D0%B5-housenumber-%D0%BF%D1%80%D0%B8-%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8-%D1%8E%D0%B7%D0%B5%D1%80%D0%B0-%D0%BF%D1%80%D0%B8%D1%81%D1%83%D1%82%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%82-%D1%82%D0%BE%D0%BB%D1%8C%D0%BA%D0%BE-%D1%81%D0%BF%D0%B5%D1%86%D1%81%D0%B8%D0%BC%D0%B2%D0%BE%D0%BB%D1%8B,"Шаги для воспроизведения:

1. Открыть Postman
   Авторизоваться как админ
   {
     ""email"": ""[superkotik777@gmail.com](mailto:superkotik777@gmail.com ""‌"")"",
     ""password"": ""pass!login""
   }
2. Отправить запрос [http://212.109.220.180/api/v1/users](http://212.109.220.180/api/v1/users ""‌"")

{
""first_name"": ""Mikhail"",
""last_name"": ""Moroz"",
""email"": ""[sobaka3456@gmail.com](mailto:sobaka3456@gmail.com ""‌"")"",
""login"": ""kotovskyui"",
""password"": ""parol!password"",
""city_id"": 224000,
""street"": ""altaiskaya"",
""house_number"": ""№;"",
""apartment"": ""19""
}

Актуальный результат: Status 201
Ожидаемый результат: Status 422 Validation Error",Приоритет 2 (yellow),sergeimoroz2,,1,https://trello.com/1/cards/64fe1502829eb5693af27e05/attachments/64fe157db1fb14b0de4d42da/download/%D0%B1%D0%B0%D0%B3_4.jpg,0,0,0,0,2023-09-25T14:59:35.072Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
64fe0f8a7e5033d91046c49c,"B.18 Поле ""apartment"" при регистрации юзера пустое",https://trello.com/c/TB4dn22r/25-b18-%D0%BF%D0%BE%D0%BB%D0%B5-apartment-%D0%BF%D1%80%D0%B8-%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8-%D1%8E%D0%B7%D0%B5%D1%80%D0%B0-%D0%BF%D1%83%D1%81%D1%82%D0%BE%D0%B5,"Шаги для воспроизведения:

1. Открыть Postman
   Авторизоваться как админ
   {
     ""email"": ""[superkotik777@gmail.com](mailto:superkotik777@gmail.com ""‌"")"",
     ""password"": ""pass!login""
   }
2. Отправить запрос [POST http://212.109.220.180/api/](http://212.109.220.180/api/auth/register ""‌"")v1/users c body:
   {
     ""first_name"": ""Mikhailo"",
     ""last_name"": ""Moroz"",
     ""email"": ""[sobaka348@gmail.com](mailto:sobaka348@gmail.com ""‌"")"",
     ""login"": ""kotovskiio"",
     ""password"": ""parol!password"",
     ""city_id"": 224000,
     ""street"": ""altaiskaya"",
     ""house_number"": ""25"",
     ""apartment"": """"
   }
   Актуальный результат: Status 201
   Ожидаемый результат: Status 422 Validation Error. См.

![image.png](https://trello.com/1/cards/64fe0f8a7e5033d91046c49c/attachments/650093ac5b48f319277c9187/download/image.png)",Приоритет 2 (yellow),sergeimoroz2,,3,"https://trello.com/1/cards/64fe0f8a7e5033d91046c49c/attachments/64fe0fc1883bb5d381b3177c/download/%D0%B1%D0%B0%D0%B3_2.jpg, https://trello.com/1/cards/64fe0f8a7e5033d91046c49c/attachments/6500939393cbb6d97d246d44/download/image.png, https://trello.com/1/cards/64fe0f8a7e5033d91046c49c/attachments/650093ac5b48f319277c9187/download/image.png",0,0,0,0,2023-09-25T14:59:23.640Z,64db856042a06a4f938fa32c,Backlog,64db855f49b6befc58c271e4,Belhard 15.08.2023,false,,false
